병원명,주소,전화번호,홈페이지URL,시도,진료과목,YKIHO,네이버플레이스URL,플레이스ID,구글검색URL
시그니처피부과의원,"서울특별시 강남구 테헤란로 139-1, 4층 (역삼동, 한중앙빌딩)",556-3661,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQxMyQzNjEwMDIjODEjJDEjJDYjJDgz,,,
시네마의원,"서울특별시 강남구 강남대로 528, 3층 (논현동)",02-517-1219,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQxMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,,,
시아의원,"서울특별시 강남구 강남대로 488, 센트럴스퀘어강남 4,5층 (논현동)",02-517-7117,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,,,
시안의원,"서울특별시 서초구 강남대로 439, 7층-사용8층 (서초동, 유화빌딩)",02-534-5555,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,,,
시연유미코리아의원,"서울특별시 서초구 신반포로 189, 반포쇼핑타운 4동 3층 4,5호 (잠원동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ4OSQzNjE0ODEjNDEjJDEjJDQjJDgz,,,
시오의원,"서울특별시 성동구 아차산로 15-8, DS빌딩 3층 (성수동1가)",02-6951-0620,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,,,
시온뷰티의원,"서울특별시 송파구 마천로 311, (마천동, 2층&B1)",02-404-7727,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5MiQyNjE0ODEjNzEjJDEjJDgjJDgz,,,
시원척척의원,"서울특별시 중랑구 봉화산로 194, 신아타운 702,703호 (신내동)",02-3421-0075,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,,,
시즈까의원,"서울특별시 중구 퇴계로 123, 하이헤리엇 8층 23, 24호 (충무로2가)",02-776-3677,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,,,
시즈의원,"서울특별시 강남구 도산대로57길 24, 2층 (청담동)",02-6207-1101,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,,,
시크릿의원,"서울특별시 강남구 강남대로 458, 남영빌딩 5층 (역삼동)",02-6953-1090,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQzNjEwMDIjNTEjJDEjJDYjJDgz,,,
시흥의원,"서울특별시 금천구 시흥대로 240, (시흥동)",02-892-0642,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQzIyQwMCQyNjE4MzIjNjEjJDEjJDgjJDgz,,,
신길연세365의원,"서울특별시 영등포구 도신로 120, 신영빌딩 2~3층 (신길동)",02-834-8275,http://sgys365.modoo.at/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQyIyQxIyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz,,,
신내우리의원,"서울특별시 중랑구 신내로 50-3, 3층 (신내동, 선일빌딩)",02-435-2277,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjNTEjJDEjJDYjJDgz,,,
신내탑의원,"서울특별시 중랑구 봉화산로 215, 2층 (신내동)",02-3423-3991,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz,,,
신논현톡스앤필의원,"서울특별시 강남구 강남대로 484, HK빌딩 2,3층 (논현동)",02-6951-4882,https://www.toxnfill9.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3MiQzNjEwMDIjODEjJDEjJDIjJDgz,,,
신누가의원,"서울특별시 중랑구 중랑역로15길 6, (중화동, 신누가의원)",02-434-5281,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQyIyQ5IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,,,
신당튼튼의원,"서울특별시 중구 다산로 245, 현대자동차 3층 (무학동)",02-2237-8802,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNTEjJDEjJDIjJDgz,,,
신도림라인업의원,"서울특별시 구로구 새말로 97, 신도림테크노마트 41~44, 69~72, 84~87, 114~117호 (구로동)",02-858-5482,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,,,
신동훈의원,"서울특별시 중구 퇴계로 438-1, 2층 (신당동)",2232-4279,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,,,
신사넘버파이브의원,"서울특별시 강남구 압구정로30길 16, 아크힐즈 16, 7층 (신사동)",02-540-8555,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,,,
신사디온의원,"서울특별시 강남구 강남대로 624, ICT TOWER 9층 (신사동)",02-6956-9792,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz,,,
신사루비의원,"서울특별시 강남구 도산대로 119, 14층 (신사동)",02-512-8895,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ3MiQzNjE4MzIjODEjJDEjJDIjJDgz,,,
신사멜로우피부과의원,"서울특별시 강남구 도산대로 138, 에스알빌딩 12층 (논현동)",02-548-5007,https://doctormellow-ss.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,,,
신사에그의원,"서울특별시 서초구 강남대로 613, 성락빌딩 3,5,6,7층 (잠원동)",02-542-5540,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,,,
신사인피부과의원,"서울특별시 강남구 도산대로 107, 신용호타워 11층 (신사동)",02-541-2555,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ2MiQzNjE4MzIjNjEjJDEjJDQjJDgz,,,
신세계안피부과의원,"서울특별시 서초구 신반포로 176, 하우스오브신세계 M1F층 (반포동)",02-2138-0263,https://www.dranbeauty.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,,,
신소애여성의원,"서울특별시 강남구 논현로 537, B2층, 2~5층 (역삼동)",02-3453-5712,http://www.sinsoeclinic.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,,,
신영연세의원,"서울특별시 종로구 평창11길 3, (평창동)",02-379-6713,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,,,
신의의원,"서울특별시 영등포구 당산로 142-1, (당산동3가)",02-2678-3366,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNjEjJDEjJDQjJDgz,,,
신일가정의원,"서울특별시 중랑구 면목로 419, 4층 (면목동)",02-438-0675,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,,,
신창기독의원,"서울특별시 도봉구 우이천로4길 42, (창동)",02-907-9234,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQyIyQzIyQwMCQyNjE0ODEjNTEjJDEjJDIjJDgz,,,
신촌오라클피부과의원,"서울특별시 서대문구 신촌로 79, 성광빌딩 5층 (창천동)",02-322-2009,http://www.skinland.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,,,
신통방통의원,"서울특별시 강동구 올림픽로 781, 5층 (암사동)",6479-5500,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz,,,
신학철피부과의원,"서울특별시 강남구 삼성로 418, 1~3층 (대치동)",02-501-7575,http://www.doctorlaser.co.kr/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,,,
신혜성의원,"서울특별시 광진구 면목로 147, 3층 (중곡동, 삼영빌딩)",02-3409-5511,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,,,
써밋의원,"서울특별시 중구 세종대로22길 12, 뉴국제호텔 3층 (태평로1가)",02-739-0119,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz,,,
썸의원,"서울특별시 강남구 도산대로 122, 에메랄드타워 3층 (논현동)",0507-1350-0221,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,,,
씨브이엘의원,"서울특별시 마포구 동교로 227-13, 지하1층~지상3층 (연남동)",02-6953-7303,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz,,,
씨앤피차앤박피부과의원,"서울특별시 강남구 압구정로 168, 4층 (신사동)",02-515-2100,http://www.cnpskin.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjODEjJDEjJDIjJDgz,,,
씨앤피차앤박피부과의원,"서울특별시 중구 명동8길 17, 6층 (명동2가)",777-2488,http://www.cnpskin.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,,,
아가파의원,"서울특별시 강북구 도봉로 190, 2층 (미아동, 비전빌딩)",987-9981,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQyIyQxIyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz,,,
아나모헤어플란트의원,"서울특별시 서초구 강남대로53길 7, 8층 (서초동)",02-553-7573,http://www.anamo.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNzEjJDEjJDgjJDgz,,,
아나파의원,"서울특별시 중랑구 동일로109길 49, 2층 (면목동)",02-496-7579,http://www.sooyoo.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz,,,
아나파의원,"서울특별시 영등포구 시흥대로 659, 2층 (대림동)",02-848-7588,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQwMyQyNjE0ODEjNzEjJDEjJDgjJDgz,,,
아너스킨의원,"서울특별시 서초구 방배로 43, TJ빌딩 3층 (방배동)",02-522-7007,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz,,,
아니다웰니스의원,"서울특별시 강남구 선릉로 629, 지하1층, 지상3층, 5층, 6층, 7층 (논현동)",02-3445-9992,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,,,
아란의원,"서울특별시 용산구 독서당로 71, 5층 (한남동)",02-3785-3690,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,,,
아로하피부과의원,"서울특별시 마포구 신촌로 262, 아르띠타워 가동 5층 501호 (아현동)",02-6952-4880,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5OSQzNjEwMDIjNjEjJDEjJDQjJDgz,,,
아르나의원,"서울특별시 강남구 압구정로 170, 관영빌딩 3층 (신사동)",02-518-2228,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,,,
아르노피부과의원,"서울특별시 강남구 언주로 807, 소촌빌딩 4층 (신사동)",02-542-2429,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQxMyQyNjE4MzIjODEjJDEjJDYjJDgz,,,
아르떼의원,"서울특별시 서초구 서초중앙로 113, 영한빌딩 4층 (서초동)",02-525-2314,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,,,
아르뜨의원,"서울특별시 강남구 도산대로 104, 1st Avenue 15층 (논현동)",0507-1339-1361,http://www.medicalartist.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,,,
아르보의원,"서울특별시 강동구 올림픽로 664, 3층 333호 (천호동, 대우 한강 베네시티)",02-477-7274,http://www.arvo.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNjEjJDEjJDAjJDgz,,,
아르스킨의원,"서울특별시 마포구 양화로 164, 동덕타워 5층 (동교동)",02-3143-7767,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,,,
아르케의원,"서울특별시 강남구 강남대로 334, (역삼동, 에셈타워 5층일부)",02-554-0262,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,,,
아르필의원,"서울특별시 서초구 서초대로77길 24, 강남 지웰타워2 8층 (서초동)",02-595-1288,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEwMDIjODEjJDEjJDYjJDgz,,,
아름다운꿈의원,"서울특별시 강서구 공항대로 282, 4층 (내발산동, 현웅빌딩)",02-2658-2650,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ5MiQzNjEwMDIjODEjJDEjJDIjJDgz,,,
아름다운나라피부과의원,"서울특별시 강남구 강남대로 390, (역삼동, 1201호 일부)",02-3420-2201,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz,,,
아름다운나라피부과의원,"서울특별시 중구 명동8나길 6, 4층 (충무로1가)",02-755-2105,http://www.globalanacli.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNjEjJDEjJDAjJDgz,,,
아름다운미탐의원,"서울특별시 중구 퇴계로 123, 8층 810호 (충무로2가, 하이헤리엇)",02-3789-1110,http://www.mitam.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz,,,
아름다운여성의원,"서울특별시 노원구 한글비석로 383, 2층 201호,202호 (중계동, 삼창프라자)",02-936-0374,http://www.womencafe.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,,,
아름다운피부과의원,"서울특별시 강북구 도봉로 334, 5층 501호 (번동)",02-990-0073,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz,,,
아름다운피부과의원,"서울특별시 서초구 서초중앙로 229, (반포동,2층)",02-532-2235,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,,,
아름다움을써내려가다에피소드의원,"서울특별시 송파구 올림픽로 336, 대우유토피아오피스텔 301호 (방이동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,,,
아름드리가정의원,"서울특별시 관악구 봉천로 281, 2층 (봉천동)",02-858-2828,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQyIyQzIyQwMCQyNjEwMDIjNTEjJDEjJDIjJDgz,,,
아름라인의원,"서울특별시 강남구 선릉로 817, 캠포츠빌딩 4층 (신사동)",02-511-1285,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjNjEjJDEjJDAjJDgz,,,
아리랑가정의원,"서울특별시 성북구 아리랑로 89, 상가동 205,206,207호 (돈암동, 일신건영휴먼빌아파트)",02-922-5575,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ2MiQzNjE4MzIjNjEjJDEjJDQjJDgz,,,
아마존여성의원,"서울특별시 마포구 새창로 11, 2층 (도화동)",02-716-7600,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQyIyQ3IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,,,
아모레퍼시픽 부속의원,"서울특별시 용산구 한강대로 100, 아모레퍼시픽 16층 (한강로2가)",02-6040-4036,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjE0ODEjNTEjJDEjJDYjJDgz,,,
아미가의원,"서울특별시 서초구 방배로 115, 방배병원 2층 (방배동)",02-533-9979,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ3OSQzNjE0ODEjNDEjJDEjJDQjJDgz,,,
아미스킨의원,"서울특별시 강남구 봉은사로38길 4, 2층 (역삼동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,,,
아미스킨의원,"서울특별시 중구 퇴계로 100, 스테이트타워 남산 지하1층 B107호 (회현동2가)",1773-7890,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3OSQyNjE0ODEjODEjJDEjJDYjJDgz,,,
아벨피부과의원,"서울특별시 은평구 진관2로 15-46, 메트로프라자 5, 6층 504, 602호 (진관동)",02-3474-7779,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,,,
아비쥬의원,"서울특별시 서초구 서초대로77길 9, 강남 누드죤빌딩 302호,11,13층 (서초동)",1544-0377,http://www.wynnps.com/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,,,
아비쥬의원,"서울특별시 중구 남대문로 78, 타임워크명동빌딩 지하1층 (명동1가)",1544-0377,http://www.wynnclinic.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz,,,
아비쥬의원,"서울특별시 영등포구 국제금융로8길 27-8, 엔에이치농협캐피탈빌딩 지하1층 (여의도동)",070-4333-8276,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz,,,
아비쥬의원,"서울특별시 마포구 양화로 147, 아일렉스 3층 (동교동)",070-4708-2482,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,,,
아비쥬의원,"서울특별시 동대문구 왕산로 214, 청량리역,롯데백화점 7~8층 (전농동)",1544-0377,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,,,
아비쥬의원,"서울특별시 강동구 올림픽로 659, (천호동, 쌍용플래티넘리버)",1544-0377,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,,,
아비쥬의원,"서울특별시 양천구 목동로 234, 경원빌딩 2층 (목동)",02-2603-0377,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQwMyQzNjE0ODEjNjEjJDEjJDgjJDgz,,,
아비쥬의원,"서울특별시 노원구 동일로 1417, 삼양빌딩 2층·5층·6층 (상계동)",02-1544-0377,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3MiQyNjE0ODEjODEjJDEjJDIjJDgz,,,
아비쥬의원,"서울특별시 구로구 시흥대로 561, 동해빌딩 6,7층 (구로동)",02-1544-0377,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,,,
아비쥬의원,"서울특별시 강남구 선릉로 823, 한양빌딩 4층 (신사동)",1544-0377,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjEyMjIjODEjJDEjJDIjJDgz,,,
아비쥬의원,"서울특별시 송파구 올림픽로 96, 동신빌딩 6,7층 (잠실동)",1544-0377,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ4OSQyNjEwMDIjNjEjJDEjJDgjJDgz,,,
아비쥬의원 강서점,"서울특별시 강서구 공항대로 236, 지하1층 (마곡동)",02-1544-0377,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz,,,
아산드림의원,"서울특별시 성북구 월계로40길 7, 306~314호 (장위동, 센트럴타운상가)",02-916-9300,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,,,
아산사랑의원,"서울특별시 송파구 풍성로 52, 상가동 1층 16,17호 (풍납동, 대아아파트)",02-485-8508,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ3MiQzNjEwMDIjNjEjJDEjJDQjJDgz,,,
아산센트럴의원,"서울특별시 중랑구 동일로92길 40, 2층 201,206,207호 (면목동, 사가정 센트럴 아이파크)",02-2207-7770,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,,,
아산팔팔의원,"서울특별시 영등포구 대림로21길 14, 2층 (대림동, 상석빌딩)",02-844-8822,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ4OSQzNjE0ODEjNjEjJDEjJDQjJDgz,,,
아산한빛의원,"서울특별시 광진구 자양로 42, 3층 (자양동)",02-444-5764,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjNzEjJDEjJDgjJDgz,,,
아우레아의원,"서울특별시 중구 명동길 13, 6,7,8층 (명동1가)",02-318-6003,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ2MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,,,
아우름의원,"서울특별시 서초구 강남대로 429, 동일빌딩 8층 가호 (서초동)",02-594-0080,http://www.aurumclinic.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjEwMDIjODEjJDEjJDIjJDgz,,,
아윤의원,"서울특별시 서초구 강남대로 441, 서산빌딩 7층 (서초동)",02-6246-8300,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,,,
